,name,sector,industry,country,mktCap,fullTimeEmployees
CVL.AX,error,,,,,
CVN.AX,CARNARVON FPO,Energy,Oil & Gas E&P,Australia,406998784,
CVS.AX,error,,,,,
CVV.AX,error,,,,,
CVW.AX,CLEARVIEW FPO,Financial Services,Financial Conglomerates,Australia,339540288,
CWL.AX,error,,,,,
CWN.AX,CROWN FPO,Consumer Cyclical,Resorts & Casinos,Australia,8274871296,12166
CWP.AX,CEDARWOODS FPO,Real Estate,Real Estate—Development,Australia,593463232,
CWX.AX,error,,,,,
CWY.AX,CLEANAWAY FPO,Industrials,Waste Management,Australia,5869375488,6000
CWZ.AX,error,,,,,
CXL.AX,error,,,,,
CXM.AX,error,,,,,
CXO.AX,error,,,,,
CXU.AX,error,,,,,
CXX.AX,error,,,,,
CXZ.AX,error,,,,,
CY5.AX,CYGNUSGOLD FPO,Basic Materials,Gold,Australia,16263001,
CYC.AX,error,,,,,
CYG.AX,error,,,,,
CYL.AX,error,,,,,
CYM.AX,error,,,,,
CYP.AX,error,,,,,
CYQ.AX,error,,,,,
CZI.AX,error,,,,,
CZL.AX,error,,,,,
CZN.AX,error,,,,,
CZR.AX,error,,,,,
D13.AX,delisted,,,,,
D2O.AX,error,,,,,
DAF.AX,error,,,,,
DAU.AX,error,,,,,
DAV.AX,error,,,,,
DBBF.AX,BETA DBBF ETF UNITS,,,,,
DBF.AX,error,,,,,
DCC.AX,error,,,,,
DCG.AX,DECMIL GRP FPO,Industrials,Engineering & Construction,Australia,69518520,466
DCL.AX,error,,,,,
DCN.AX,DACIANGOLD FPO,Basic Materials,Gold,Australia,288034208,
DCX.AX,error,,,,,
DDD.AX,error,,,,,
DDR.AX,DICKERDATA FPO,Technology,Electronics & Computer Distribution,Australia,1809716992,525
DDT.AX,error,,,,,
DEG.AX,DEGREY FPO,Basic Materials,Gold,Australia,1882451072,
DEM.AX,error,,,,,
DEV.AX,error,,,,,
DFM.AX,error,,,,,
DGGF.AX,BETA DGGF ETF UNITS,,,,,
DGH.AX,error,,,,,
DGO.AX,error,,,,,
DGR.AX,error,,,,,
DHG.AX,DOMAIN FPO,Communication Services,Internet Content & Information,Australia,2968061184,507
DHHF.AX,BETA DHHF ETF UNITS,,,,,
DHR.AX,error,,,,,
DIV.AX,UBS AUSDIV ETF UNITS,,,,,
DJRE.AX,SPDR DJRE ETF UNITS,,,,,
DJW.AX,error,,,,,
DKM.AX,error,,,,,
DLC.AX,error,,,,,
DME.AX,error,,,,,
DMG.AX,error,,,,,
DMKT.AX,error,,,,,
DMP.AX,DOMINOS FPO,Consumer Cyclical,Restaurants,Australia,9227720704,65000
DNA.AX,error,,,,,
DNK.AX,error,,,,,
DOR.AX,error,,,,,
DOW.AX,DOWNER EDI FPO,Industrials,Engineering & Construction,Australia,3948274176,50000
DRE.AX,error,,,,,
DRO.AX,error,,,,,
DRUG.AX,BETAHEALTH ETF UNITS,,,,,
DRX.AX,error,,,,,
DSE.AX,error,,,,,
DTC.AX,error,,,,,
DTI.AX,error,,,,,
DTL.AX,error,,,,,
DTM.AX,error,,,,,
DTR.AX,error,,,,,
DTS.AX,error,,,,,
DTZ.AX,error,,,,,
DUB.AX,error,,,,,
DUI.AX,error,,,,,
DVL.AX,error,,,,,
DVN.AX,error,,,,,
DW8.AX,error,,,,,
DWS.AX,error,,,,,
DXB.AX,error,,,,,
DXN.AX,error,,,,,
DXS.AX,DEXUS STAPLED,Real Estate,REIT—Diversified,Australia,10938547200,552
DYL.AX,error,,,,,
DZZF.AX,BETA DZZF ETF UNITS,,,,,
E25.AX,error,,,,,
E2E.AX,error,,,,,
E2M.AX,E2METALS FPO,Basic Materials,Gold,Australia,46548980,
EAF.AX,error,,,,,
EAI.AX,error,,,,,
EAS.AX,error,,,,,
EAX.AX,error,,,,,
EBG.AX,error,,,,,
EBND.AX,error,,,,,
EBO.AX,EBOS FPO NZ,Healthcare,Medical Distribution,Australia,4550168064,3700
ECF.AX,error,,,,,
ECG.AX,error,,,,,
ECL.AX,error,,,,,
ECP.AX,error,,,,,
ECS.AX,error,,,,,
ECT.AX,error,,,,,
ECX.AX,ECLIPX FPO,Industrials,Rental & Leasing Services,Australia,621011648,
ED1.AX,error,,,,,
EDC.AX,error,,,,,
EDE.AX,error,,,,,
EEG.AX,error,,,,,
EER.AX,error,,,,,
EEU.AX,BETA EURO ETF UNITS,,,,,
EFE.AX,error,,,,,
EFF.AX,error,,,,,
EGD.AX,error,,,,,
EGF.AX,error,,,,,
EGG.AX,ENERO FPO,Communication Services,Advertising Agencies,Australia,278164160,600
EGH.AX,error,,,,,
EGI.AX,error,,,,,
EGL.AX,error,,,,,
EGN.AX,error,,,,,
EGO.AX,error,,,,,
EGR.AX,error,,,,,
EGY.AX,error,,,,,
EHE.AX,ESTIA HLTH FPO,Healthcare,Medical Care Facilities,Australia,642785728,7500
EHH.AX,error,,,,,
EHL.AX,error,,,,,
EHX.AX,error,,,,,
EIGA.AX,error,,,,,
EINC.AX,error,,,,,
ELD.AX,ELDERS FPO,Consumer Defensive,Farm Products,Australia,1902828160,1915
