,name,sector,industry,country,mktCap,fullTimeEmployees
CYP.V,CYPRESS DEVELOPMENT CORP,Basic Materials,Other Industrial Metals & Mining,Canada,135628256,
CZ.H.V,error,,,,,
CZO.V,error,,,,,
CZZ.V,error,,,,,
DAC.V,error,,,,,
DAI.H.V,error,,,,,
DAN.V,error,,,,,
DASH.V,error,,,,,
DAU.V,DESERT GOLD VENTURES INC.,Basic Materials,Other Industrial Metals & Mining,Canada,24681240,
DB.V,DECIBEL CANNABIS COMPANY INC,Healthcare,Drug Manufacturers—Specialty & Generic,Canada,60985572,
DBG.V,error,,,,,
DCMC.V,error,,,,,
DCOP.V,error,,,,,
DCY.V,error,,,,,
DE.V,error,,,,,
DEAL.V,error,,,,,
DEC.V,error,,,,,
DEF.V,DEFIANCE SILVER CORP,Basic Materials,Other Precious Metals & Mining,Canada,134385296,
DEFN.V,DEFENSE METALS CORP,Basic Materials,Other Industrial Metals & Mining,Canada,28310428,
DELX.V,error,,,,,
DEV.H.V,error,,,,,
DEX.V,ALMADEX MINERALS LTD,Basic Materials,Gold,Canada,14843325,
DFR.V,error,,,,,
DG.V,error,,,,,
DGHI.V,error,,,,,
DGO.V,error,,,,,
DGTL.V,error,,,,,
DHR.V,error,,,,,
DIG.H.V,error,,,,,
DJI.V,DAJIN LITHIUM CORP,Basic Materials,Other Industrial Metals & Mining,Canada,15330720,
DKL.V,error,,,,,
DLP.V,error,,,,,
DLS.V,error,,,,,
DLTA.V,error,,,,,
DLV.H.V,error,,,,,
DM.V,error,,,,,
DME.V,DESERT MOUNTAIN ENERGY CORP,Energy,Oil & Gas E&P,Canada,227618544,
DMGI.V,error,,,,,
DMI.V,error,,,,,
DMX.V,DISTRICT METALS CORP,Basic Materials,Other Industrial Metals & Mining,Canada,30666276,
DOC.V,error,,,,,
DOS.V,error,,,,,
DRC.H.V,error,,,,,
DSM.V,error,,,,,
DSV.V,DISCOVERY SILVER CORP,Basic Materials,Silver,Canada,677128832,
DSY.V,error,,,,,
DV.V,DOLLY VARDEN SILVER CORP,Basic Materials,Silver,Canada,84856200,
DVG.V,error,,,,,
DWS.V,error,,,,,
DXI.H.V,error,,,,,
DXX.V,error,,,,,
DYG.V,error,,,,,
EAC.V,error,,,,,
EAC.WT.V,error,,,,,
EAM.V,error,,,,,
EAST.V,error,,,,,
EAU.V,error,,,,,
EBM.V,error,,,,,
ECC.V,ETHOS GOLD CORP,Basic Materials,Gold,Canada,19015920,
ECM.V,error,,,,,
ECR.V,CARTIER RESOURCES INC.,Basic Materials,Gold,Canada,62653044,
EDDY.V,error,,,,,
EDG.V,error,,,,,
EDW.H.V,error,,,,,
EGA.V,error,,,,,
EGLD.V,error,,,,,
EGM.V,error,,,,,
EGT.V,error,,,,,
EHT.V,error,,,,,
EIL.V,error,,,,,
EKG.V,error,,,,,
EL.V,error,,,,,
ELC.V,error,,,,,
ELE.V,ELEMENTAL ROYALTIES CORP,Basic Materials,Gold,Canada,99347328,
ELEC.V,error,,,,,
ELM.V,error,,,,,
ELN.V,error,,,,,
ELO.V,ELORO RESOURCES LTD.,Basic Materials,Gold,Canada,259304208,
ELXR.V,error,,,,,
ELY.V,error,,,,,
EMC.WT.A.V,error,,,,,
EMH.V,EMERALD HEALTH THERAPEUTICS INC,,,,36702912,
EMM.V,error,,,,,
EMN.V,error,,,,,
EMO.V,error,,,,,
EMR.V,error,,,,,
EMX.V,EMX ROYALTY CORPORATION,Basic Materials,Other Industrial Metals & Mining,Canada,340829568,40
ENDR.V,error,,,,,
ENRG.V,error,,,,,
ENTH.H.V,error,,,,,
ENW.V,ENWAVE CORP,Industrials,Specialty Industrial Machinery,Canada,153976256,92
ENW.WT.V,error,,,,,
EOG.V,error,,,,,
EP.V,error,,,,,
EPI.V,error,,,,,
EPL.V,error,,,,,
EPO.H.V,error,,,,,
EPX.H.V,error,,,,,
EQ.V,error,,,,,
EQG.V,error,,,,,
EQTY.V,EQUITY METALS CORPORATION,Basic Materials,Other Precious Metals & Mining,Canada,14050495,
ERA.V,error,,,,,
ERC.V,EROS RESOURCES CORP,Basic Materials,Other Industrial Metals & Mining,Canada,9204901,
ERL.H.V,error,,,,,
ESE.V,error,,,,,
ESGW.V,error,,,,,
ESK.V,ESKAY MINING CORP.,Basic Materials,Other Industrial Metals & Mining,Canada,342233504,
ESU.V,error,,,,,
ESX.V,error,,,,,
ETF.V,error,,,,,
ETMC.V,error,,,,,
EU.V,ENCORE ENERGY CORP,Energy,Uranium,Canada,248926128,
EV.V,error,,,,,
EVE.V,error,,,,,
EVE.WT.V,error,,,,,
EVER.V,error,,,,,
EVX.V,error,,,,,
EW.V,error,,,,,
EWK.V,error,,,,,
EWS.V,error,,,,,
EXG.V,error,,,,,
EXP.V,error,,,,,
EXRO.V,EXRO TECHNOLOGIES INC,Industrials,Electrical Equipment & Parts,Canada,563356096,
F.V,FIORE GOLD INC,Basic Materials,Gold,Canada,122145120,
FA.V,error,,,,,
FARM.V,error,,,,,
FBF.V,error,,,,,
FCA.DB.V,error,,,,,
FCA.U.V,error,,,,,
FCA.UN.V,error,,,,,
FCC.V,FIRST COBALT CORP,Basic Materials,Other Industrial Metals & Mining,Canada,172474048,6
FCD.UN.V,error,,,,,
FCF.V,error,,,,,
FD.V,FACEDRIVE INC,Technology,Software—Application,Canada,1523645568,
FDI.V,error,,,,,
FEO.V,error,,,,,
FEX.V,error,,,,,
FFOX.V,FIREFOX GOLD CORP,Basic Materials,Gold,Canada,21676998,
FG.V,error,,,,,
FGC.V,error,,,,,
FIL.V,FILO MINING CORP,Basic Materials,Other Industrial Metals & Mining,Canada,397667872,
FIND.V,error,,,,,
FISH.V,SAILFISH ROYALTY CORP,Basic Materials,Gold,British Virgin Islands,99780328,
FKM.V,error,,,,,
FL.V,error,,,,,
FLT.V,error,,,,,
FLT.WT.V,error,,,,,
FLT.WT.A.V,error,,,,,
FLWR.V,error,,,,,
FLWR.WT.V,error,,,,,
FLY.V,error,,,,,
FMC.V,error,,,,,
FMN.V,error,,,,,
FMS.V,error,,,,,
FNC.V,error,,,,,
FNR.V,error,,,,,
FO.V,FALCON OIL & GAS LTD,Energy,Oil & Gas E&P,Ireland,112912408,
FOM.V,error,,,,,
FOR.V,error,,,,,
FORT.V,error,,,,,
FP.V,error,,,,,
FPC.V,FALCO RESOURCES LTD,Basic Materials,Other Industrial Metals & Mining,Canada,104340880,
FPX.V,error,,,,,
FRE.V,FREMONT GOLD LTD,Basic Materials,Gold,Canada,5529510,
FRI.V,error,,,,,
FRO.UN.V,error,,,,,
FSX.V,error,,,,,
